orig.ident	nCount_Spatial	nFeature_Spatial	ident	in_tissue	row	col	imagerow	imagecol	cluster.init	spatial.cluster	TransformerST
SeuratProject	11652	4251	SeuratProject	1	16	48	2555	3398	3	3	5
SeuratProject	2743	1334	SeuratProject	1	74	82	8026	5317	3	3	7
SeuratProject	2238	1235	SeuratProject	1	74	72	8033	4772	3	3	7
SeuratProject	2693	1160	SeuratProject	1	27	9	3623	1288	3	3	2
SeuratProject	16496	4915	SeuratProject	1	63	15	7029	1657	3	3	3
SeuratProject	24488	5659	SeuratProject	1	23	127	3165	7707	5	3	0
SeuratProject	5033	2180	SeuratProject	1	32	102	4035	6356	3	3	1
SeuratProject	6633	2843	SeuratProject	1	61	83	6794	5356	3	3	5
SeuratProject	11659	3270	SeuratProject	1	67	33	7396	2641	3	8	0
SeuratProject	33190	6600	SeuratProject	1	61	119	6770	7315	5	3	0
SeuratProject	5829	2453	SeuratProject	1	43	11	5137	1416	3	3	5
SeuratProject	4763	1983	SeuratProject	1	13	27	2285	2252	3	3	0
SeuratProject	5284	2312	SeuratProject	1	59	77	6609	5027	3	3	4
SeuratProject	5207	2077	SeuratProject	1	71	21	7783	1993	3	8	4
SeuratProject	16575	4614	SeuratProject	1	54	18	6174	1810	6	8	0
SeuratProject	2552	1316	SeuratProject	1	73	91	7925	5805	3	3	1
SeuratProject	4618	1912	SeuratProject	1	19	37	2847	2803	3	3	2
SeuratProject	8271	3174	SeuratProject	1	77	87	8307	5592	3	3	1
SeuratProject	4217	1902	SeuratProject	1	36	60	4442	4075	3	3	4
SeuratProject	3678	1700	SeuratProject	1	56	50	6342	3554	3	3	0
SeuratProject	8283	3361	SeuratProject	1	68	88	7454	5636	3	3	7
SeuratProject	4890	2177	SeuratProject	1	50	110	5734	6813	3	3	9
SeuratProject	4033	1763	SeuratProject	1	39	45	4736	3262	3	3	2
SeuratProject	3869	1792	SeuratProject	1	46	28	5410	2345	3	3	2
SeuratProject	4705	2072	SeuratProject	1	51	47	5871	3385	3	3	8
SeuratProject	20813	4658	SeuratProject	1	66	34	7300	2694	9	8	3
SeuratProject	5603	2447	SeuratProject	1	14	60	2358	4049	3	3	1
SeuratProject	7372	2876	SeuratProject	1	12	24	2193	2087	3	3	5
SeuratProject	9055	3443	SeuratProject	1	39	93	4704	5875	3	3	5
SeuratProject	6700	2818	SeuratProject	1	70	98	7636	6183	3	3	10
SeuratProject	5207	2278	SeuratProject	1	43	25	5128	2178	3	3	2
SeuratProject	10188	3911	SeuratProject	1	70	100	7635	6292	3	3	5
SeuratProject	3825	1760	SeuratProject	1	45	55	5297	3813	3	3	2
SeuratProject	10483	3854	SeuratProject	1	61	57	6811	3941	3	3	3
SeuratProject	3124	1487	SeuratProject	1	21	51	3027	3567	3	3	2
SeuratProject	9729	3410	SeuratProject	1	50	66	5763	4418	3	3	8
SeuratProject	8051	2946	SeuratProject	1	10	34	1996	2629	3	3	0
SeuratProject	9157	3497	SeuratProject	1	38	80	4618	5166	3	3	10
SeuratProject	3521	1541	SeuratProject	1	18	28	2758	2312	3	3	2
SeuratProject	6006	2588	SeuratProject	1	23	67	3206	4441	3	3	1
SeuratProject	7378	2978	SeuratProject	1	51	73	5853	4800	3	3	8
SeuratProject	8270	3286	SeuratProject	1	50	84	5751	5397	3	3	0
SeuratProject	20425	5521	SeuratProject	1	41	87	4897	5550	10	10	6
SeuratProject	7382	2868	SeuratProject	1	44	64	5197	4302	3	3	1
SeuratProject	2644	1335	SeuratProject	1	77	59	8325	4068	3	3	7
SeuratProject	5486	2235	SeuratProject	1	54	66	6142	4422	3	3	8
SeuratProject	3164	1472	SeuratProject	1	60	94	6692	5953	3	3	2
SeuratProject	13750	4049	SeuratProject	1	48	122	5537	7464	3	10	6
SeuratProject	15407	4755	SeuratProject	1	32	18	4091	1784	6	6	0
SeuratProject	14466	4680	SeuratProject	1	32	40	4076	2981	3	5	0
SeuratProject	29472	6100	SeuratProject	1	62	44	6915	3234	10	10	6
SeuratProject	17240	5203	SeuratProject	1	57	7	6466	1214	6	6	5
SeuratProject	11813	4071	SeuratProject	1	40	92	4799	5821	3	3	10
SeuratProject	10607	3666	SeuratProject	1	13	61	2262	4102	3	3	1
SeuratProject	4851	1999	SeuratProject	1	60	20	6741	1925	3	3	9
SeuratProject	12934	4332	SeuratProject	1	27	109	3556	6731	3	3	3
SeuratProject	4585	1953	SeuratProject	1	45	51	5300	3595	3	3	2
SeuratProject	4901	2037	SeuratProject	1	60	52	6720	3667	3	3	2
SeuratProject	9706	3374	SeuratProject	1	28	24	3708	2106	6	6	0
SeuratProject	17989	4999	SeuratProject	1	37	103	4507	6417	6	3	3
SeuratProject	4499	1891	SeuratProject	1	56	54	6340	3771	3	3	0
SeuratProject	3663	1666	SeuratProject	1	35	21	4373	1951	3	3	2
SeuratProject	4094	1906	SeuratProject	1	25	31	3419	2483	3	3	0
SeuratProject	13656	4369	SeuratProject	1	18	22	2762	1985	3	3	3
SeuratProject	6856	2784	SeuratProject	1	33	23	4182	2057	3	3	9
SeuratProject	5719	2472	SeuratProject	1	18	68	2731	4489	3	3	5
SeuratProject	14001	4520	SeuratProject	1	30	52	3879	3632	3	5	0
SeuratProject	7146	2806	SeuratProject	1	13	17	2292	1707	3	3	0
SeuratProject	5160	2112	SeuratProject	1	13	49	2270	3449	3	3	2
SeuratProject	4753	2149	SeuratProject	1	43	53	5109	3702	3	3	2
SeuratProject	4152	1919	SeuratProject	1	67	85	7361	5472	3	3	7
SeuratProject	6125	2545	SeuratProject	1	22	50	3122	3514	3	3	9
SeuratProject	3806	1760	SeuratProject	1	57	71	6423	4698	3	3	1
SeuratProject	18839	5011	SeuratProject	1	59	67	6615	4483	6	3	7
SeuratProject	14378	4602	SeuratProject	1	41	9	4949	1304	3	3	0
SeuratProject	4929	2235	SeuratProject	1	63	79	6986	5140	3	3	7
SeuratProject	3843	1670	SeuratProject	1	19	63	2829	4218	3	3	4
SeuratProject	14905	4767	SeuratProject	1	27	123	3547	7494	3	3	0
SeuratProject	7794	3099	SeuratProject	1	48	114	5542	7028	3	3	9
SeuratProject	6134	2723	SeuratProject	1	31	87	3950	5539	3	3	1
SeuratProject	16035	4541	SeuratProject	1	33	15	4188	1622	5	5	0
SeuratProject	10351	3864	SeuratProject	1	68	66	7468	4439	3	3	7
SeuratProject	12161	3662	SeuratProject	1	59	29	6641	2414	3	3	3
SeuratProject	11792	4001	SeuratProject	1	14	40	2371	2960	3	3	0
SeuratProject	7654	3025	SeuratProject	1	65	69	7182	4598	3	6	7
SeuratProject	17765	4436	SeuratProject	1	61	61	6809	4158	6	9	0
SeuratProject	15452	3899	SeuratProject	1	34	60	4252	4072	10	10	6
SeuratProject	19086	5572	SeuratProject	1	55	21	6267	1974	8	5	3
SeuratProject	6999	2373	SeuratProject	1	29	35	3795	2706	6	6	0
SeuratProject	13385	3673	SeuratProject	1	66	60	7283	4110	3	2	7
SeuratProject	6389	2694	SeuratProject	1	25	119	3360	7273	3	3	1
SeuratProject	1941	1041	SeuratProject	1	73	81	7932	5261	3	3	7
SeuratProject	6605	2712	SeuratProject	1	52	58	5958	3985	3	3	2
SeuratProject	12995	4528	SeuratProject	1	37	91	4515	5763	3	3	5
SeuratProject	6965	2662	SeuratProject	1	39	47	4734	3371	3	3	0
SeuratProject	49320	7236	SeuratProject	1	15	61	2452	4105	9	3	0
SeuratProject	38999	6664	SeuratProject	1	36	46	4451	3313	10	10	0
SeuratProject	10114	3657	SeuratProject	1	42	92	4988	5824	3	3	8
SeuratProject	12161	4207	SeuratProject	1	46	118	5350	7243	3	3	5
SeuratProject	28958	5162	SeuratProject	1	60	36	6731	2796	10	10	6
SeuratProject	6820	2809	SeuratProject	1	26	42	3506	3083	3	3	0
SeuratProject	3796	1578	SeuratProject	1	11	41	2086	3011	3	3	0
SeuratProject	3202	1474	SeuratProject	1	42	64	5007	4299	3	3	1
SeuratProject	10359	3727	SeuratProject	1	21	17	3050	1717	3	3	3
SeuratProject	12767	3952	SeuratProject	1	63	69	6993	4596	6	6	0
SeuratProject	7638	2586	SeuratProject	1	40	6	4857	1140	3	3	6
SeuratProject	20751	5328	SeuratProject	1	43	81	5090	5226	3	3	3
SeuratProject	4846	2227	SeuratProject	1	23	69	3204	4549	3	3	3
SeuratProject	5420	2398	SeuratProject	1	34	68	4247	4508	3	3	10
SeuratProject	5747	2234	SeuratProject	1	47	55	5487	3815	3	3	0
SeuratProject	6806	2702	SeuratProject	1	28	30	3704	2432	3	6	0
SeuratProject	7280	2983	SeuratProject	1	44	100	5172	6261	3	3	10
SeuratProject	17790	5100	SeuratProject	1	25	77	3388	4987	3	3	0
SeuratProject	6398	2497	SeuratProject	1	20	54	2930	3729	3	3	2
SeuratProject	5540	2339	SeuratProject	1	56	116	6298	7146	3	3	4
SeuratProject	4381	2007	SeuratProject	1	30	72	3865	4721	3	3	1
SeuratProject	18210	4729	SeuratProject	1	72	100	7824	6294	10	10	0
SeuratProject	3627	1788	SeuratProject	1	75	37	8151	2868	3	3	1
SeuratProject	8115	2986	SeuratProject	1	19	25	2855	2150	3	3	3
SeuratProject	4453	1990	SeuratProject	1	44	46	5209	3322	3	3	2
SeuratProject	4383	1965	SeuratProject	1	52	110	5923	6815	3	3	4
SeuratProject	9164	3526	SeuratProject	1	70	96	7638	6074	3	3	10
SeuratProject	2373	1244	SeuratProject	1	77	67	8320	4504	3	3	7
SeuratProject	3183	1464	SeuratProject	1	44	8	5234	1254	3	3	2
SeuratProject	13330	4267	SeuratProject	1	42	86	4992	5497	3	3	0
SeuratProject	5916	2388	SeuratProject	1	38	22	4656	2009	3	3	4
SeuratProject	10012	3753	SeuratProject	1	65	71	7181	4707	3	6	7
SeuratProject	3290	1569	SeuratProject	1	52	50	5964	3549	3	3	0
SeuratProject	3913	1817	SeuratProject	1	72	16	7881	1722	3	3	4
SeuratProject	10833	3687	SeuratProject	1	58	108	6493	6713	3	3	3
SeuratProject	4381	2122	SeuratProject	1	70	80	7648	5203	3	3	7
SeuratProject	15100	4601	SeuratProject	1	31	47	3977	3361	5	5	0
SeuratProject	17566	4464	SeuratProject	1	54	20	6173	1918	6	3	0
SeuratProject	5308	2173	SeuratProject	1	38	112	4596	6908	3	3	1
SeuratProject	8020	3121	SeuratProject	1	34	22	4278	2004	3	3	4
SeuratProject	6005	2259	SeuratProject	1	68	16	7502	1717	3	3	1
SeuratProject	5303	2286	SeuratProject	1	50	112	5733	6922	3	3	1
SeuratProject	3591	1670	SeuratProject	1	40	52	4826	3644	3	3	2
SeuratProject	8250	2719	SeuratProject	1	38	6	4667	1138	3	3	6
SeuratProject	8600	3280	SeuratProject	1	66	74	7274	4872	3	3	7
SeuratProject	12616	4346	SeuratProject	1	52	70	5950	4638	3	3	5
SeuratProject	22659	5348	SeuratProject	1	56	100	6309	6275	6	3	3
SeuratProject	2650	1209	SeuratProject	1	72	34	7869	2701	3	3	2
SeuratProject	6513	2596	SeuratProject	1	64	6	7130	1168	3	3	3
SeuratProject	3932	1788	SeuratProject	1	54	54	6150	3769	3	3	2
SeuratProject	15347	4118	SeuratProject	1	11	31	2093	2467	10	10	0
SeuratProject	4245	1934	SeuratProject	1	38	36	4647	2771	3	3	2
SeuratProject	5040	2028	SeuratProject	1	61	51	6815	3614	3	3	2
SeuratProject	17434	4976	SeuratProject	1	30	100	3846	6245	3	3	10
SeuratProject	5027	2032	SeuratProject	1	43	125	5061	7621	3	3	1
SeuratProject	4785	1824	SeuratProject	1	8	30	1810	2409	3	3	6
SeuratProject	1498	850	SeuratProject	1	28	32	3703	2541	3	3	0
SeuratProject	9242	3523	SeuratProject	1	24	116	3267	7109	3	3	8
SeuratProject	5685	2084	SeuratProject	1	73	31	7965	2539	3	3	0
SeuratProject	5902	2575	SeuratProject	1	23	53	3215	3679	3	3	9
SeuratProject	9132	3248	SeuratProject	1	27	43	3600	3139	3	3	0
SeuratProject	13588	4182	SeuratProject	1	49	21	5699	1967	6	3	8
SeuratProject	5745	2319	SeuratProject	1	66	78	7271	5089	3	6	7
SeuratProject	3917	1729	SeuratProject	1	38	106	4600	6581	3	3	1
SeuratProject	10985	3942	SeuratProject	1	27	111	3555	6840	3	3	1
SeuratProject	7991	2939	SeuratProject	1	56	10	6369	1376	3	6	8
SeuratProject	7446	2894	SeuratProject	1	28	96	3660	6025	3	3	9
SeuratProject	3661	1726	SeuratProject	1	74	56	8043	3901	3	3	7
SeuratProject	7286	2885	SeuratProject	1	59	75	6610	4918	3	3	5
SeuratProject	8423	3185	SeuratProject	1	46	80	5375	5175	3	3	8
SeuratProject	4882	2098	SeuratProject	1	27	15	3619	1615	3	3	9
SeuratProject	11337	3439	SeuratProject	1	67	39	7392	2968	3	8	0
SeuratProject	2657	1348	SeuratProject	1	74	94	8018	5970	3	3	4
SeuratProject	1799	925	SeuratProject	1	77	71	8317	4721	3	3	7
SeuratProject	5995	2652	SeuratProject	1	67	103	7349	6451	3	3	9
SeuratProject	22128	5366	SeuratProject	1	31	5	4005	1075	10	10	0
SeuratProject	7803	2904	SeuratProject	1	28	56	3686	3848	3	5	3
SeuratProject	3752	1690	SeuratProject	1	53	57	6054	3931	3	3	2
SeuratProject	7066	2862	SeuratProject	1	38	40	4644	2988	3	3	2
SeuratProject	6267	2669	SeuratProject	1	44	28	5221	2342	3	3	10
SeuratProject	4232	1657	SeuratProject	1	72	40	7865	3028	3	6	2
SeuratProject	4617	2006	SeuratProject	1	67	3	7416	1008	3	3	2
SeuratProject	8425	3006	SeuratProject	1	34	44	4263	3201	3	3	0
SeuratProject	2422	1203	SeuratProject	1	30	74	3864	4830	3	3	1
SeuratProject	4953	2174	SeuratProject	1	45	77	5283	5011	3	3	2
SeuratProject	3826	1785	SeuratProject	1	27	121	3548	7385	3	3	1
SeuratProject	3662	1714	SeuratProject	1	70	76	7651	4985	3	3	7
SeuratProject	15971	4940	SeuratProject	1	52	72	5949	4747	3	3	5
SeuratProject	13713	4524	SeuratProject	1	58	80	6512	5189	3	3	5
SeuratProject	14201	4459	SeuratProject	1	42	122	4968	7457	3	3	5
SeuratProject	38197	6224	SeuratProject	1	64	30	7114	2474	10	10	6
SeuratProject	13400	3841	SeuratProject	1	12	40	2182	2958	3	10	0
SeuratProject	2186	1049	SeuratProject	1	9	47	1893	3336	3	3	0
SeuratProject	13109	4385	SeuratProject	1	53	89	6032	5673	3	5	3
SeuratProject	3265	1584	SeuratProject	1	14	58	2359	3940	3	3	4
SeuratProject	4793	2217	SeuratProject	1	51	107	5831	6651	3	3	9
SeuratProject	15528	4113	SeuratProject	1	49	93	5651	5886	3	3	6
SeuratProject	5203	2259	SeuratProject	1	61	23	6834	2090	3	3	3
SeuratProject	4095	1744	SeuratProject	1	68	48	7480	3459	3	3	4
SeuratProject	2296	1167	SeuratProject	1	29	83	3763	5319	3	3	1
SeuratProject	3059	1328	SeuratProject	1	73	69	7940	4608	3	6	7
SeuratProject	13215	3739	SeuratProject	1	15	33	2471	2581	3	3	6
SeuratProject	4051	1770	SeuratProject	1	71	45	7767	3299	3	3	2
SeuratProject	7779	3123	SeuratProject	1	27	31	3609	2486	3	3	0
SeuratProject	7058	2455	SeuratProject	1	40	114	4784	7019	3	3	1
SeuratProject	6399	2611	SeuratProject	1	55	23	6266	2083	3	3	8
SeuratProject	5840	2331	SeuratProject	1	63	107	6967	6665	3	3	3
SeuratProject	5901	2455	SeuratProject	1	35	27	4369	2277	3	3	5
SeuratProject	14475	4071	SeuratProject	1	65	41	7201	3074	3	8	6
SeuratProject	20636	5599	SeuratProject	1	11	33	2092	2576	5	5	0
SeuratProject	4926	2174	SeuratProject	1	27	89	3570	5643	3	3	1
SeuratProject	37416	6287	SeuratProject	1	63	31	7018	2528	10	10	6
SeuratProject	9705	3372	SeuratProject	1	12	68	2163	4482	3	3	3
SeuratProject	6175	2500	SeuratProject	1	67	67	7373	4492	3	3	7
SeuratProject	5894	2425	SeuratProject	1	18	26	2759	2203	3	3	9
SeuratProject	2819	1415	SeuratProject	1	76	34	8247	2706	3	3	2
SeuratProject	5679	2290	SeuratProject	1	51	117	5824	7195	3	3	1
SeuratProject	3366	1605	SeuratProject	1	48	14	5609	1585	3	3	4
SeuratProject	3583	1625	SeuratProject	1	15	43	2464	3125	3	3	2
SeuratProject	15120	3783	SeuratProject	1	62	64	6901	4323	6	3	0
SeuratProject	8197	2653	SeuratProject	1	70	30	7682	2481	3	8	3
SeuratProject	9083	3581	SeuratProject	1	57	121	6390	7420	3	3	10
SeuratProject	12054	3935	SeuratProject	1	49	43	5684	3165	3	3	0
SeuratProject	8287	2988	SeuratProject	1	63	71	6991	4705	3	6	0
SeuratProject	14141	4495	SeuratProject	1	56	48	6344	3445	3	3	0
SeuratProject	4066	1764	SeuratProject	1	77	93	8303	5919	3	3	9
SeuratProject	3443	1625	SeuratProject	1	46	58	5390	3978	3	3	4
SeuratProject	41468	6341	SeuratProject	1	29	9	3813	1290	10	10	6
SeuratProject	9145	3635	SeuratProject	1	63	83	6983	5358	3	3	1
SeuratProject	7865	2983	SeuratProject	1	44	88	5180	5608	3	3	9
SeuratProject	30386	5948	SeuratProject	1	59	3	6658	999	10	10	0
SeuratProject	20168	5228	SeuratProject	1	51	19	5890	1860	3	3	3
SeuratProject	7709	3024	SeuratProject	1	68	8	7507	1282	3	3	1
SeuratProject	28083	6838	SeuratProject	1	15	41	2465	3016	8	3	0
SeuratProject	11605	3964	SeuratProject	1	39	89	4706	5657	3	3	0
SeuratProject	6152	2147	SeuratProject	1	10	28	2000	2303	3	3	6
SeuratProject	3479	1654	SeuratProject	1	41	127	4870	7728	3	3	4
SeuratProject	9241	3311	SeuratProject	1	45	45	5304	3269	3	3	6
SeuratProject	10729	3932	SeuratProject	1	70	56	7664	3897	3	3	7
SeuratProject	6243	2549	SeuratProject	1	73	97	7921	6132	3	3	6
SeuratProject	6067	2382	SeuratProject	1	40	126	4776	7672	3	3	4
SeuratProject	3850	1753	SeuratProject	1	48	60	5578	4089	3	3	4
SeuratProject	9718	3516	SeuratProject	1	39	123	4683	7508	3	3	1
SeuratProject	5523	2210	SeuratProject	1	68	44	7483	3241	3	3	2
SeuratProject	12244	4316	SeuratProject	1	12	58	2170	3938	3	3	5
SeuratProject	12848	4283	SeuratProject	1	39	81	4712	5221	3	3	6
SeuratProject	5901	2413	SeuratProject	1	28	18	3712	1779	3	3	0
SeuratProject	6516	2644	SeuratProject	1	34	100	4225	6250	3	3	1
SeuratProject	42641	5915	SeuratProject	1	62	36	6920	2799	9	10	0
SeuratProject	13990	4640	SeuratProject	1	30	56	3876	3850	3	3	0
SeuratProject	13220	4440	SeuratProject	1	28	60	3684	4065	3	5	0
SeuratProject	13258	4092	SeuratProject	1	36	124	4399	7558	3	3	6
SeuratProject	3196	1475	SeuratProject	1	39	73	4717	4786	3	3	1
SeuratProject	6014	2372	SeuratProject	1	27	95	3566	5969	3	3	1
SeuratProject	3353	1467	SeuratProject	1	50	32	5786	2567	3	3	2
SeuratProject	23357	5648	SeuratProject	1	27	47	3598	3357	9	4	0
SeuratProject	30815	7029	SeuratProject	1	36	52	4447	3639	8	3	0
SeuratProject	8768	3462	SeuratProject	1	50	98	5742	6160	3	3	5
SeuratProject	2742	1247	SeuratProject	1	61	25	6833	2199	3	3	2
SeuratProject	6406	1939	SeuratProject	1	70	18	7690	1828	6	8	4
SeuratProject	31858	6209	SeuratProject	1	41	13	4947	1522	10	10	0
SeuratProject	3963	1654	SeuratProject	1	20	14	2957	1552	3	3	9
SeuratProject	6694	2796	SeuratProject	1	28	68	3678	4501	3	3	1
SeuratProject	2091	1053	SeuratProject	1	38	72	4623	4730	3	3	1
SeuratProject	7300	2842	SeuratProject	1	50	118	5729	7248	3	3	1
SeuratProject	5668	2280	SeuratProject	1	62	56	6907	3887	3	3	1
SeuratProject	2719	1257	SeuratProject	1	44	70	5193	4628	3	3	1
SeuratProject	4863	2049	SeuratProject	1	36	38	4456	2877	3	3	0
SeuratProject	14481	3967	SeuratProject	1	57	33	6449	2630	3	3	0
SeuratProject	28601	6122	SeuratProject	1	19	113	2796	6940	6	3	3
SeuratProject	4247	1874	SeuratProject	1	67	81	7364	5254	3	6	7
SeuratProject	16384	4668	SeuratProject	1	23	17	3239	1719	3	3	3
SeuratProject	10663	3535	SeuratProject	1	58	14	6556	1596	3	3	8
SeuratProject	3244	1350	SeuratProject	1	26	10	3528	1341	3	3	2
SeuratProject	12405	4112	SeuratProject	1	37	57	4538	3913	3	3	6
SeuratProject	11075	3075	SeuratProject	1	17	51	2648	3563	3	10	6
SeuratProject	13722	4509	SeuratProject	1	70	58	7663	4006	3	3	7
SeuratProject	4671	2148	SeuratProject	1	43	75	5094	4899	3	3	2
SeuratProject	9119	2777	SeuratProject	1	19	29	2852	2368	6	3	2
SeuratProject	45782	6605	SeuratProject	1	51	21	5888	1969	9	3	3
SeuratProject	1346	731	SeuratProject	1	7	37	1710	2789	3	3	2
SeuratProject	3516	1728	SeuratProject	1	41	43	4926	3155	3	3	2
SeuratProject	6193	2536	SeuratProject	1	20	30	2946	2423	3	3	8
SeuratProject	7317	2998	SeuratProject	1	55	93	6219	5893	3	3	8
SeuratProject	3532	1676	SeuratProject	1	41	39	4929	2937	3	3	2
SeuratProject	1976	997	SeuratProject	1	75	45	8145	3304	3	3	4
SeuratProject	3843	1804	SeuratProject	1	76	92	8209	5863	3	3	2
SeuratProject	30144	6804	SeuratProject	1	25	67	3395	4443	5	5	0
SeuratProject	5378	2112	SeuratProject	1	25	23	3424	2048	3	6	0
SeuratProject	2940	1571	SeuratProject	1	41	71	4908	4679	3	3	1
SeuratProject	4218	1781	SeuratProject	1	74	62	8039	4228	3	3	7
SeuratProject	9928	3112	SeuratProject	1	63	27	7021	2310	3	8	3
SeuratProject	5123	2146	SeuratProject	1	66	80	7269	5198	3	3	7
SeuratProject	2704	1319	SeuratProject	1	75	51	8141	3630	3	3	1
SeuratProject	11271	4093	SeuratProject	1	48	82	5563	5286	3	3	5
SeuratProject	5498	2213	SeuratProject	1	57	67	6426	4480	3	3	1
SeuratProject	5979	2421	SeuratProject	1	69	5	7604	1119	3	3	4
SeuratProject	12169	4032	SeuratProject	1	47	117	5445	7190	3	3	10
SeuratProject	6037	2188	SeuratProject	1	66	20	7310	1932	3	3	4
SeuratProject	7022	2545	SeuratProject	1	35	41	4360	3039	3	3	0
SeuratProject	6817	2667	SeuratProject	1	41	5	4952	1087	3	3	5
SeuratProject	3647	1591	SeuratProject	1	46	16	5418	1691	3	3	2
SeuratProject	8508	3510	SeuratProject	1	46	106	5358	6590	3	3	1
SeuratProject	3298	1448	SeuratProject	1	43	29	5125	2395	3	3	4
SeuratProject	6874	2579	SeuratProject	1	43	113	5069	6968	3	3	1
SeuratProject	4031	1721	SeuratProject	1	44	36	5215	2778	3	3	2
SeuratProject	4446	1976	SeuratProject	1	24	42	3317	3081	3	3	0
SeuratProject	7373	2775	SeuratProject	1	67	45	7388	3294	3	3	4
SeuratProject	6108	2581	SeuratProject	1	31	123	3926	7498	3	3	1
SeuratProject	6552	2230	SeuratProject	1	65	21	7214	1986	3	3	3
SeuratProject	11679	4170	SeuratProject	1	46	114	5352	7026	3	3	10
SeuratProject	6509	2513	SeuratProject	1	58	10	6559	1379	3	3	3
SeuratProject	24782	6360	SeuratProject	1	56	94	6313	5949	8	3	0
SeuratProject	2800	1422	SeuratProject	1	72	70	7844	4661	3	3	7
SeuratProject	27268	6414	SeuratProject	1	34	10	4286	1351	5	3	0
SeuratProject	3729	1514	SeuratProject	1	72	42	7863	3137	3	6	4
SeuratProject	12498	3383	SeuratProject	1	73	103	7917	6458	3	10	6
SeuratProject	3561	1624	SeuratProject	1	72	76	7840	4988	3	3	7
SeuratProject	12671	4375	SeuratProject	1	55	39	6255	2954	3	3	5
SeuratProject	9444	3291	SeuratProject	1	64	106	7063	6611	3	3	2
SeuratProject	4362	1936	SeuratProject	1	13	43	2274	3123	3	3	2
SeuratProject	6306	2565	SeuratProject	1	66	68	7278	4545	3	3	7
SeuratProject	7595	2697	SeuratProject	1	9	33	1902	2574	3	3	6
SeuratProject	13108	4203	SeuratProject	1	50	122	5726	7466	3	3	1
SeuratProject	6676	2683	SeuratProject	1	39	103	4697	6419	3	3	9
SeuratProject	10902	3683	SeuratProject	1	51	85	5845	5453	3	3	0
SeuratProject	7414	2767	SeuratProject	1	23	13	3242	1501	3	3	3
SeuratProject	3309	1611	SeuratProject	1	37	61	4536	4130	3	3	2
SeuratProject	5421	2203	SeuratProject	1	38	42	4643	3097	3	3	2
SeuratProject	7410	3017	SeuratProject	1	35	113	4311	6959	3	3	1
SeuratProject	2118	991	SeuratProject	1	7	31	1714	2462	3	3	0
SeuratProject	4978	2188	SeuratProject	1	71	87	7738	5585	3	3	7
SeuratProject	5203	2051	SeuratProject	1	53	15	6082	1645	3	3	9
SeuratProject	7130	2933	SeuratProject	1	35	37	4362	2822	3	3	5
SeuratProject	6869	2883	SeuratProject	1	56	126	6292	7691	3	3	8
SeuratProject	6887	2674	SeuratProject	1	59	83	6604	5354	3	3	1
SeuratProject	4822	2132	SeuratProject	1	56	118	6297	7255	3	3	8
SeuratProject	7765	2957	SeuratProject	1	38	14	4662	1573	3	3	9
SeuratProject	5018	2168	SeuratProject	1	37	59	4537	4021	3	3	0
SeuratProject	6476	2750	SeuratProject	1	16	42	2559	3072	3	3	5
SeuratProject	625	462	SeuratProject	1	49	103	5644	6431	3	3	2
SeuratProject	4747	2145	SeuratProject	1	30	90	3853	5701	3	3	1
SeuratProject	6246	2636	SeuratProject	1	67	95	7354	6016	3	3	1
SeuratProject	8088	3120	SeuratProject	1	41	3	4953	978	3	3	0
SeuratProject	21077	5680	SeuratProject	1	28	108	3652	6678	8	3	3
SeuratProject	5295	1956	SeuratProject	1	28	14	3715	1561	3	3	2
SeuratProject	5951	2557	SeuratProject	1	41	21	4941	1958	3	3	6
SeuratProject	3222	1481	SeuratProject	1	33	111	4123	6847	3	3	1
SeuratProject	13945	4335	SeuratProject	1	26	106	3464	6567	3	3	3
SeuratProject	8186	3228	SeuratProject	1	46	10	5422	1365	3	3	5
SeuratProject	12286	4236	SeuratProject	1	25	103	3371	6403	3	3	1
SeuratProject	14694	4345	SeuratProject	1	45	39	5308	2942	3	10	6
SeuratProject	15961	4449	SeuratProject	1	59	95	6596	6007	6	3	9
SeuratProject	5381	2424	SeuratProject	1	55	119	6202	7308	3	3	1
SeuratProject	3717	1446	SeuratProject	1	71	35	7773	2755	3	3	2
SeuratProject	14096	4571	SeuratProject	1	53	47	6060	3387	3	3	0
SeuratProject	4409	2010	SeuratProject	1	32	110	4029	6792	3	3	1
SeuratProject	4958	1911	SeuratProject	1	55	13	6273	1539	3	3	4
SeuratProject	27728	6390	SeuratProject	1	12	38	2183	2849	10	10	6
SeuratProject	7989	3059	SeuratProject	1	37	121	4495	7396	3	3	3
SeuratProject	21643	4987	SeuratProject	1	22	38	3130	2861	10	9	0
SeuratProject	9469	3608	SeuratProject	1	49	25	5696	2185	3	3	10
SeuratProject	13310	4412	SeuratProject	1	62	10	6938	1383	3	3	5
SeuratProject	6910	2846	SeuratProject	1	53	63	6050	4258	3	3	9
SeuratProject	5020	2234	SeuratProject	1	73	19	7973	1886	3	3	9
SeuratProject	6866	2368	SeuratProject	1	49	41	5686	3056	3	3	6
SeuratProject	4902	1983	SeuratProject	1	20	40	2939	2967	3	3	0
SeuratProject	2821	1391	SeuratProject	1	27	79	3576	5098	3	3	1
SeuratProject	2141	1143	SeuratProject	1	77	39	8339	2979	3	3	9
SeuratProject	1919	1010	SeuratProject	1	76	74	8221	4883	3	3	7
SeuratProject	8971	3211	SeuratProject	1	54	16	6176	1701	3	3	9
